ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
IRONIRL2,IC INVESTMENT RL II LTD          ,ISL2ETMK,IC INVESTMENT RL II-EYNSFORD TMK ,                              ,                                   ,BONY72  ,X               ,
IRONRE  ,IC RE                            ,ISONRE  ,IC RE - GRNEAM                   ,                              ,                                   ,BONY39  ,X               ,
IRONRE  ,IC RE                            ,ISONRENS,IC RE - NATIONAL SPECIALTY       ,                              ,                                   ,BONY44  ,X               ,
IRONRE  ,IC RE                            ,ISONRESN,IC RE - STATE NATIONAL           ,                              ,                                   ,BONY44  ,X               ,
IRONRE  ,IC RE                            ,ISONREUS,IC RE - UNITED SPECIALTY         ,                              ,                                   ,BONY44  ,X               ,
IRONSH  ,IR LTD                 ,IRNSHTRN,IRONSH LOT TRANSFERS                    ,L915                          ,                                   ,BONY    ,NULL,
IRONSH  ,IR LTD                 ,IROASH  ,IC INS - ASHMORE - UNM           ,L915                          ,1219                               ,BONY    ,454494          ,IROASH  
IRONSH  ,IR LTD                 ,IROAWAC ,IC INS - AWAC                    ,L915                          ,1279                               ,BONY    ,963975          ,
IRONSH  ,IR LTD                 ,IROBRBL ,IC INS - BR BANK LOAN - UNM      ,L915                          ,1220                               ,BONY    ,680479          ,
IRONSH  ,IR LTD                 ,IROBRFAL,IC INS - BLACKROCK FAL - UNM     ,L915                          ,1221                               ,CITIBANK,6016008269      ,
IRONSH  ,IR LTD                 ,IROBRIE ,IC INS - BLACKROCK ISHARE EUR    ,L915                          ,1222                               ,BONY    ,563181          ,
IRONSH  ,IR LTD                 ,IROBRISE,IC INS - BLACKROCK FAL ISHARE EUR,L915                          ,1223                               ,CITIBANK,6016008269      ,
IRONSH  ,IR LTD                 ,IROBRISU,IC INS - BLACKROCK FAL ISHARE USD,L915                          ,1224                               ,CITIBANK,6016008269      ,
IRONSH  ,IR LTD                 ,IROBRIU ,IC INS - BLACKROCK ISHARE USD    ,L915                          ,1225                               ,BONY    ,563181          ,
IRONSH  ,IR LTD                 ,IROBRUNM,IC INS - BLACKROCK - UNM         ,L915                          ,1226                               ,BONY    ,170666          ,IROBRUNM
IRONSH  ,IR LTD                 ,IROCC   ,IC INS - CRESCENT CAPITAL UNM    ,L915                          ,1227                               ,BONY    ,506110          ,
IRONSH  ,IR LTD                 ,IROCITEU,IC INS - CITIBANK EUROPE         ,L915                          ,1228                               ,BONY    ,184993          ,IROCITEU
IRONSH  ,IR LTD                 ,IROCOL  ,IC INS - COLLATERAL              ,L915                          ,1229                               ,BONY    ,894048          ,
IRONSH  ,IR LTD                 ,IROD    ,IC INS - IC DIRECTED      ,L915                          ,1230                               ,BONY    ,170604          ,IROD    
IRONSH  ,IR LTD                 ,IRODGBP ,IC INS - IC DIRECTED - GBP,L915                          ,1231                               ,BONY    ,170604          ,
IRONSH  ,IR LTD                 ,IROFAL  ,IC INS - SYND 4000 FAL USD UNM   ,L915                          ,1232                               ,CITIBANK,6013900053      ,IROFAL  
IRONSH  ,IR LTD                 ,IROFALS ,IC INS - SYND 4000 FAL GBP UNM   ,L915                          ,1233                               ,CITIBANK,6013900053      ,
IRONSH  ,IR LTD                 ,IROFHLMC,IC INS - FHLMC TRUST             ,L915                          ,1234                               ,BONY    ,351386          ,IROFHLMC
IRONSH  ,IR LTD                 ,IROFNMA ,IC INS - FNMA TRUST              ,L915                          ,1296                               ,MTB     ,122497-000      ,IROFNMA 
IRONSH  ,IR LTD                 ,IROFNMA2,IC INS-FNMA MANGROVE TRUST       ,L915                          ,1334                               ,MTB     ,124891-000      ,
IRONSH  ,IR LTD                 ,IROGR   ,IC INS - GRNEAM                  ,L915                          ,1235                               ,BONY    ,658675          ,IROGR   
IRONSH  ,IR LTD                 ,IROGR2  ,IC INS - GRNEAM 2                ,L915                          ,1247                               ,BONY    ,170604          ,
IRONSH  ,IR LTD                 ,IROGRT  ,IC INS - GRNEAM TRUST            ,L915                          ,1236                               ,BONY    ,543012          ,IROGRT  
IRONSH  ,IR LTD                 ,IROGSAM ,IC INS - HIGH YIELD              ,L915                          ,1237                               ,BONY    ,658676          ,IROGSAM 
IRONSH  ,IR LTD                 ,IROINGBK,IC INS - ING BANK NV             ,L915                          ,1248                               ,BONY    ,182722          ,
IRONSH  ,IR LTD                 ,IROIROEU,IC INS - IC EUROPE        ,L915                          ,1238                               ,BONY    ,250795          ,IROIROEU
IRONSH  ,IR LTD                 ,IROISICT,IC INS - ISIC TRUST              ,L915                          ,1239                               ,BONY    ,831663          ,
IRONSH  ,IR LTD                 ,IRONAICT,IC INS - NAIC TRUST              ,L915                          ,1240                               ,BONY    ,181207          ,IRONAICT
IRONSH  ,IR LTD                 ,IRONIII ,IC INS - IC INDEMNITY INC ,L915                          ,1241                               ,BONY    ,184991          ,
IRONSH  ,IR LTD                 ,IRONISIU,IC INS - IC SPECIALTY UNM ,L915                          ,1242                               ,BONY    ,184990          ,
IRONSH  ,IR LTD                 ,IROPCMBS,IC INS - PGI CMBS - UNM          ,L915                          ,1243                               ,BONY    ,577379          ,IROPCMBS
IRONSH  ,IR LTD                 ,IRORBCUS,IC INS - CAN TRUST RBC - USD     ,L915                          ,1244                               ,3000    ,123302066       ,IRORBCUS
IRONSH  ,IR LTD                 ,IROSGOIF,IC INS - SG BR OIF - UNM         ,L915                          ,1245                               ,BONY    ,658674          ,IROSGOIF
IRONSH  ,IR LTD                 ,IROSGSIF,IC INS - SG BR SIF - UNM         ,L915                          ,1246                               ,BONY    ,658673          ,IROSGSIF
IRONSH  ,IR LTD                 ,IROSIIL ,IC INS - IIL CANADIAN TRUST - CAD,L915                          ,1249                               ,BONY    ,IRNF0001002     ,
IRONSH  ,IR LTD                 ,IROSIILU,IC INS - IIL CANADIAN TRUST - USD,L915                          ,1250                               ,BONY    ,IRNF0003002     ,IROSIILU
IRONSH  ,IR LTD                 ,ISOASH  ,IC INS - ASHMORE - UNM           ,                              ,                                   ,BONY87  ,454494X         ,
IRONSH  ,IR LTD                 ,ISOAWAC ,IC INS - AWAC                    ,                              ,                                   ,BONY56  ,963975X         ,
IRONSH  ,IR LTD                 ,ISOBRBL ,IC INS - BR BANK LOAN - UNM      ,                              ,                                   ,BONY72  ,680479X         ,
IRONSH  ,IR LTD                 ,ISOBRFAL,IC INS - BLACKROCK FAL - UNM     ,                              ,                                   ,CITIBK41,6016008269X     ,
IRONSH  ,IR LTD                 ,ISOBRIE ,IC INS - BLACKROCK ISHARE EUR    ,                              ,                                   ,BONY88  ,563181X         ,
IRONSH  ,IR LTD                 ,ISOBRISE,IC INS - BLACKROCK FAL ISHARE EUR,                              ,                                   ,CITIBK41,6016008269X     ,
IRONSH  ,IR LTD                 ,ISOBRISU,IC INS - BLACKROCK FAL ISHARE USD,                              ,                                   ,CITIBK41,6016008269X     ,
IRONSH  ,IR LTD                 ,ISOBRIU ,IC INS - BLACKROCK ISHARE USD    ,                              ,                                   ,BONY88  ,563181X         ,
IRONSH  ,IR LTD                 ,ISOBRUNM,IC INS - BLACKROCK - UNM         ,                              ,                                   ,BONY63  ,170666X         ,
IRONSH  ,IR LTD                 ,ISOCC   ,IC INS - CRESCENT CAPITAL UNM    ,                              ,                                   ,BONY75  ,506110X         ,
IRONSH  ,IR LTD                 ,ISOCITEU,IC INS - CITIBANK EUROPE         ,                              ,                                   ,BONY73  ,184993X         ,
IRONSH  ,IR LTD                 ,ISOCOL  ,IC INS - COLLATERAL              ,                              ,                                   ,BONY96  ,894048X         ,
IRONSH  ,IR LTD                 ,ISOD    ,IC INS - IC DIRECTED      ,                              ,                                   ,BONY41  ,170604X         ,
IRONSH  ,IR LTD                 ,ISODGBP ,IC INS - IC DIRECTED - GBP,                              ,                                   ,BONY41  ,170604X         ,
IRONSH  ,IR LTD                 ,ISODGBP ,IC INS - IC DIRECTED - GBP,                              ,                                   ,BONY41  ,X               ,
IRONSH  ,IR LTD                 ,ISOFAL  ,IC INS - SYND 4000 FAL USD UNM   ,                              ,                                   ,CITIBK36,6013900053X     ,
IRONSH  ,IR LTD                 ,ISOFALS ,IC INS - SYND 4000 FAL GBP UNM   ,                              ,                                   ,CITIBK36,6013900053X     ,
IRONSH  ,IR LTD                 ,ISOFHLMC,IC INS - FHLMC TRUST             ,                              ,                                   ,BONY103 ,351386X         ,
IRONSH  ,IR LTD                 ,ISOGR   ,IC INS - GRNEAM                  ,                              ,                                   ,BONY39  ,170605X         ,
IRONSH  ,IR LTD                 ,ISOGR2  ,IC INS - GRNEAM 2                ,                              ,                                   ,BONY41  ,170604X         ,
IRONSH  ,IR LTD                 ,ISOGRT  ,IC INS - GRNEAM TRUST            ,                              ,                                   ,BONY98  ,543012X         ,
IRONSH  ,IR LTD                 ,ISOGSAM ,IC INS - GSAM EMD                ,                              ,                                   ,BONY44  ,535941X         ,
IRONSH  ,IR LTD                 ,ISOILW  ,IC INS - ILW                     ,                              ,                                   ,BONY46  ,181465X         ,
IRONSH  ,IR LTD                 ,ISOINGBK,IC INS - ING BANK NV             ,                              ,                                   ,BONY46  ,182722X         ,
IRONSH  ,IR LTD                 ,ISOIROEU,IC INS - IC EUROPE        ,                              ,                                   ,BONY73  ,250795X         ,
IRONSH  ,IR LTD                 ,ISOISICT,IC INS - ISIC TRUST              ,                              ,                                   ,BONY56  ,831663X         ,
IRONSH  ,IR LTD                 ,ISONAICT,IC INS - NAIC TRUST              ,                              ,                                   ,BONY56  ,181207X         ,
IRONSH  ,IR LTD                 ,ISONIII ,IC INS - IC INDEMNITY INC ,                              ,                                   ,BONY57  ,184991X         ,
IRONSH  ,IR LTD                 ,ISONISIC,IC INS - IC SPECIALTY INS ,                              ,                                   ,BONY57  ,184990X         ,
IRONSH  ,IR LTD                 ,ISONISIU,IC INS - IC SPECIALTY UNM ,                              ,                                   ,BONY57  ,184990X         ,
IRONSH  ,IR LTD                 ,ISOPCMBS,IC INS - PGI CMBS - UNM          ,                              ,                                   ,BONY72  ,577379X         ,
IRONSH  ,IR LTD                 ,ISOPS   ,IC INS - PREF STK                ,                              ,                                   ,BONY57  ,184991X         ,
IRONSH  ,IR LTD                 ,ISORBCCA,IC INS - CAN TRUST RBC - CAD     ,                              ,                                   ,RBC10   ,NULL,
IRONSH  ,IR LTD                 ,ISORBCUS,IC INS - CAN TRUST RBC - USD     ,                              ,                                   ,RBC10   ,123302066X      ,
IRONSH  ,IR LTD                 ,ISOSGOIF,IC INS - SG BR OIF - UNM         ,                              ,                                   ,BONY85  ,186393X         ,
